SUBJECT_CUI,PREDICATE,OBJECT_CUI,frequency,Source,SUBJECT_SEMTYPE,OBJECT_SEMTYPE
C0072916,TREATS,C0267167,51.0,SemMedDB,"orch,phsu",dsyn
C4763675,TREATS,C1457887,51.0,SemMedDB,topp,sosy
C0002736,COEXISTS_WITH,C1261473,51.0,SemMedDB,dsyn,neop
C0019932,AUGMENTS,C0031715,51.0,SemMedDB,horm,moft
C0220825,COEXISTS_WITH,C0199176,51.0,SemMedDB,hlca,topp
C0348035,AUGMENTS,C0014257,51.0,SemMedDB,aapp,tisu
C0035168,USES,C0034618,51.0,SemMedDB,resa,topp
C0242707,COEXISTS_WITH,C0020542,51.0,SemMedDB,patf,"dsyn,patf"
C1293116,COEXISTS_WITH,C0013216,51.0,SemMedDB,hlca,topp
C1522577,TREATS,C0027362,51.0,SemMedDB,hlca,humn
C0150600,TREATS,C1257890,51.0,SemMedDB,hlca,"humn,popg"
C0027803,INTERACTS_WITH,C0007634,51.0,SemMedDB,gngm,cell
C0699748,ASSOCIATED_WITH,C0079633,51.0,SemMedDB,patf,"aapp,gngm"
C0304604,TREATS,C0221198,51.0,SemMedDB,phsu,fndg
C1510438,USES,C0006556,51.0,SemMedDB,lbpr,irda
C0005558,USES,C0441089,51.0,SemMedDB,diap,medd
C0018701,COEXISTS_WITH,C0687732,51.0,SemMedDB,hlca,topp
C0004134,ASSOCIATED_WITH,C0524851,51.0,SemMedDB,sosy,dsyn
C0949591,TREATS,C0027651,51.0,SemMedDB,topp,neop
C1261322,TREATS,C0948008,51.0,SemMedDB,hlca,dsyn
C1511790,TREATS,C0006801,51.0,SemMedDB,topp,mamm
C0332448,COEXISTS_WITH,C0024419,51.0,SemMedDB,patf,neop
C0033228,INHIBITS,C0041004,51.0,SemMedDB,"orch,phsu",bacs
C1134651,AUGMENTS,C0020964,51.0,SemMedDB,"carb,orch","ortf,phsf"
C0013227,TREATS,C0556025,51.0,SemMedDB,phsu,fndg
C0302583,ASSOCIATED_WITH,C0175677,51.0,SemMedDB,"bacs,elii",inpo
C0087111,USES,C1336646|8743,51.0,SemMedDB,topp,aapp
C0003419,TREATS,C0026809,51.0,SemMedDB,phsu,mamm
C0023928,TREATS,C0021270,51.0,SemMedDB,topp,aggp
C0010412,TREATS,C0206708,51.0,SemMedDB,topp,neop
C0010654,STIMULATES,C0017817,51.0,SemMedDB,aapp,gngm
C0598330,TREATS,C0034693,51.0,SemMedDB,medd,mamm
C0004611,INTERACTS_WITH,C0002028,51.0,SemMedDB,bact,"alga,euka"
C0020960,DISRUPTS,C0007634,51.0,SemMedDB,aapp,cell
C0252409,ASSOCIATED_WITH,C0027651,51.0,SemMedDB,aapp,neop
C1101610,AUGMENTS,C0596290,51.0,SemMedDB,"bacs,nnon",celf
C0017725,STIMULATES,C0017911,51.0,SemMedDB,"bacs,phsu",bacs
C0017337,ASSOCIATED_WITH,C0920563,51.0,SemMedDB,"aapp,gngm",patf
C1532253,COEXISTS_WITH,C0028754,51.0,SemMedDB,fndg,dsyn
C0087111,USES,C0025147,51.0,SemMedDB,topp,phsu
C1334306|3791,INTERACTS_WITH,C1171892|7422,51.0,SemMedDB,"aapp,gngm","aapp,gngm"
C0728940,TREATS,C0750952,51.0,SemMedDB,topp,neop
C0035681|100616102|100862685|100862688,DISRUPTS,C0040649,51.0,SemMedDB,"aapp,enzy",genf
C0857127,TREATS,C0034703,51.0,SemMedDB,topp,mamm
C0332448,COEXISTS_WITH,C1335302,51.0,SemMedDB,patf,neop
C0087111,USES,C0180409,51.0,SemMedDB,topp,medd
C0087111,TREATS,C0014121,51.0,SemMedDB,topp,dsyn
C0033567,ASSOCIATED_WITH,C0020542,51.0,SemMedDB,"bacs,eico,phsu","dsyn,patf"
C0220908,TREATS,C0497406,51.0,SemMedDB,hlca,sosy
C0045376,INHIBITS,C0072899,51.0,SemMedDB,orch,"aapp,gngm"
C1514416,TREATS,C0015576,51.0,SemMedDB,hlca,humn
C0181839,USES,C0336537,51.0,SemMedDB,medd,mnob
C1453642,TREATS,C0030705,51.0,SemMedDB,"antb,phsu",podg
C2744535|969,INTERACTS_WITH,C0003402,51.0,SemMedDB,aapp,phsu
C0023660,PREVENTS,C0042510,51.0,SemMedDB,orch,dsyn
C0003241,DISRUPTS,C0301872,51.0,SemMedDB,"aapp,imft",orgf
C0007202,COEXISTS_WITH,C0184661,51.0,SemMedDB,topp,hlca
C0026022,USES,C0182400,51.0,SemMedDB,lbpr,medd
C0598312,COEXISTS_WITH,C0018270,51.0,SemMedDB,genf,orgf
C0017337,COEXISTS_WITH,C0282523,51.0,SemMedDB,gngm,"bacs,nnon"
C0162621,USES,C0014441,51.0,SemMedDB,lbpr,lbpr
C0220908,TREATS,C0453879,51.0,SemMedDB,hlca,fndg
C0002520,AUGMENTS,C1256369,51.0,SemMedDB,"aapp,bacs",celf
C0014467,PRODUCES,C0021759,51.0,SemMedDB,cell,"aapp,gngm"
C0184967,USES,C0026336,51.0,SemMedDB,topp,resd
C0003250,INHIBITS,C0597357,51.0,SemMedDB,aapp,"aapp,gngm"
C0013227,TREATS,C1155266,51.0,SemMedDB,phsu,patf
C0161959,TREATS,C0010340,51.0,SemMedDB,topp,dsyn
C0717537,TREATS,C0030705,51.0,SemMedDB,"orch,phsu",podg
C0033229,TREATS,C0042963,51.0,SemMedDB,"orch,phsu",sosy
C0292957,INTERACTS_WITH,C0078814,51.0,SemMedDB,elii,"bodm,inch"
C0028351,TREATS,C0018801,51.0,SemMedDB,"horm,phsu",dsyn
C0199176,USES,C0015506,51.0,SemMedDB,topp,"aapp,phsu"
C0017337,INTERACTS_WITH,C0009498,51.0,SemMedDB,gngm,"aapp,gngm"
C0597357,INTERACTS_WITH,C0014912,51.0,SemMedDB,aapp,horm
C0038436,COEXISTS_WITH,C0004936,51.0,SemMedDB,mobd,mobd
C0033684,INTERACTS_WITH,C0017243,51.0,SemMedDB,aapp,bodm
C5392994,USES,C0336791,51.0,SemMedDB,mbrt,mnob
C0013227,TREATS,C0018621,51.0,SemMedDB,phsu,dsyn
C0039771,TREATS,C0021289,51.0,SemMedDB,"orch,phsu",aggp
C0164786|207,STIMULATES,C0105770,51.0,SemMedDB,"aapp,gngm","aapp,gngm"
C0030193,ASSOCIATED_WITH,C0030305,51.0,SemMedDB,sosy,dsyn
C0009566,COEXISTS_WITH,C1561643,51.0,SemMedDB,patf,dsyn
C1506770,INHIBITS,C0034802|1956,51.0,SemMedDB,orch,"aapp,gngm"
C1268900,TREATS,C0014175,51.0,SemMedDB,"aapp,horm,phsu",dsyn
C0030705,USES,C0180572,51.0,SemMedDB,"humn,podg",medd
C0030095,TREATS,C0699762,51.0,SemMedDB,"aapp,horm",mamm
C0185115,USES,C0007955,51.0,SemMedDB,topp,phsu
C0012854,ASSOCIATED_WITH,C0376358,51.0,SemMedDB,bacs,neop
C0042305,INHIBITS,C0031678,51.0,SemMedDB,inch,"aapp,gngm"
C0021081,TREATS,C0009324,51.0,SemMedDB,phsu,dsyn
C0388088,TREATS,C0034693,51.0,SemMedDB,"orch,phsu",mamm
C0085148,TREATS,C0041909,51.0,SemMedDB,topp,"dsyn,patf"
C0030956,TREATS,C5203670,51.0,SemMedDB,"aapp,phsu",dsyn
C1522577,TREATS,C0033011,51.0,SemMedDB,hlca,humn
C0029352,USES,C0021102,51.0,SemMedDB,medd,medd
C0036884,TREATS,C0008059,51.0,SemMedDB,horm,aggp
C0013030,ASSOCIATED_WITH,C0028754,51.0,SemMedDB,"bacs,nsba",dsyn
C1510438,USES,C0001271,51.0,SemMedDB,lbpr,aapp
C0304925,COEXISTS_WITH,C0006353,51.0,SemMedDB,"aapp,bacs","bacs,phsu"
C0017817,AUGMENTS,C0023884,51.0,SemMedDB,aapp,bpoc
C0543467,TREATS,C0012817,51.0,SemMedDB,topp,anab
C1519630,TREATS,C0376358,51.0,SemMedDB,topp,neop
C1176309,ASSOCIATED_WITH,C0026764,51.0,SemMedDB,"orch,phsu",neop
C0302559,TREATS,C0452138,51.0,SemMedDB,topp,dsyn
C0021270,USES,C0179245,51.0,SemMedDB,aggp,medd
C0020944,USES,C0019941,51.0,SemMedDB,topp,aapp
C0021925,TREATS,C0001675,51.0,SemMedDB,topp,"aggp,humn"
C0384648,ASSOCIATED_WITH,C0024141,51.0,SemMedDB,"aapp,gngm",dsyn
C0087111,TREATS,C0009171,51.0,SemMedDB,topp,mobd
C0023749,COEXISTS_WITH,C0031617,51.0,SemMedDB,bacs,"bacs,lipd"
C1522577,TREATS,C0337664,51.0,SemMedDB,hlca,fndg
C0333355,COEXISTS_WITH,C0009324,51.0,SemMedDB,patf,dsyn
C0022688,INTERACTS_WITH,C0334227,51.0,SemMedDB,cell,cell
C0812385|613,STIMULATES,C0004561,51.0,SemMedDB,"aapp,gngm",cell
C1825598,AUGMENTS,C0596545,51.0,SemMedDB,gngm,menp
C0357533,TREATS,C0007286,51.0,SemMedDB,clnd,dsyn
C0007384,COEXISTS_WITH,C0027404,51.0,SemMedDB,dsyn,dsyn
C0005821,INTERACTS_WITH,C0009325,51.0,SemMedDB,cell,"aapp,gngm"
C0085533,TREATS,C0238301,51.0,SemMedDB,topp,neop
C0184661,TREATS,C0013473,51.0,SemMedDB,topp,mobd
C0031727,COEXISTS_WITH,C0752312,51.0,SemMedDB,aapp,"aapp,gngm"
C0011701,TREATS,C0011848,51.0,SemMedDB,"aapp,horm",dsyn
C0043603,TREATS,C0034693,51.0,SemMedDB,"orch,phsu",mamm
C0085173,TREATS,C0018621,51.0,SemMedDB,"orch,phsu",dsyn
C1314650,USES,C0036581,51.0,SemMedDB,medd,phsu
C0444414,COEXISTS_WITH,C0043047,51.0,SemMedDB,hops,inch
C0007634,INTERACTS_WITH,C0018873,51.0,SemMedDB,cell,cell
C0036572,ASSOCIATED_WITH,C0008679,51.0,SemMedDB,sosy,dsyn
C1448177|7124,STIMULATES,C0037080,51.0,SemMedDB,aapp,moft
C0393022,TREATS,C0376387,51.0,SemMedDB,"aapp,phsu",podg
C0543467,USES,C0002771,51.0,SemMedDB,topp,phsu
C0282215,TREATS,C0032285,51.0,SemMedDB,antb,dsyn
C0041931,INTERACTS_WITH,C0041980,51.0,SemMedDB,"aapp,enzy",bacs
C1335623|8737,AUGMENTS,C2610958,51.0,SemMedDB,gngm,celf
C0026035,TREATS,C1527408,51.0,SemMedDB,topp,dsyn
C0220839,PRODUCES,C0017797,51.0,SemMedDB,"aapp,gngm","aapp,bacs"
C0019993,TREATS,C0043144,51.0,SemMedDB,hlca,sosy
C0700325,TREATS,C0008059,51.0,SemMedDB,"hlca,topp","aggp,humn"
C0543467,TREATS,C0349532,51.0,SemMedDB,topp,neop
C1510800,INTERACTS_WITH,C0079419|7157,51.0,SemMedDB,nnon,"aapp,gngm"
C0282774,INHIBITS,C0019587,51.0,SemMedDB,orch,"aapp,gngm"
C0017687,INTERACTS_WITH,C0005802,51.0,SemMedDB,"aapp,horm,phsu","carb,orch"
C0003242,STIMULATES,C0003241,51.0,SemMedDB,aapp,"aapp,gngm"
C0004093,ASSOCIATED_WITH,C0027868,51.0,SemMedDB,sosy,dsyn
C0225369,PRODUCES,C0017973,51.0,SemMedDB,cell,"bacs,phsu"
C0450442,TREATS,C0007138,51.0,SemMedDB,chvf,neop
C1536478,TREATS,C0030705,51.0,SemMedDB,"hlca,topp","humn,podg"
C0017337,ASSOCIATED_WITH,C0023449,51.0,SemMedDB,gngm,neop
C0020456,COEXISTS_WITH,C0948265,51.0,SemMedDB,dsyn,dsyn
C0279934,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0013227,TREATS,C0039231,51.0,SemMedDB,phsu,"fndg,patf"
C0001047,DISRUPTS,C0004391,51.0,SemMedDB,"aapp,phsu",celf
C0040900,TREATS,C0030705,51.0,SemMedDB,"orch,phsu","humn,podg"
C0024547,TREATS,C0034693,51.0,SemMedDB,"hops,phsu",mamm
C0393022,TREATS,C0280803,51.0,SemMedDB,"aapp,phsu",neop
C0011946,TREATS,C0012634,51.0,SemMedDB,topp,dsyn
C0006050,TREATS,C1273957,51.0,SemMedDB,phsu,fndg
C0079419|7157,ASSOCIATED_WITH,C0037286,51.0,SemMedDB,"aapp,gngm",neop
C0087111,USES,C0031478,51.0,SemMedDB,topp,phsu
C0012683,USES,C0014243,51.0,SemMedDB,topp,medd
C0877248,ASSOCIATED_WITH,C0042210,51.0,SemMedDB,patf,gngm
C0014442,INTERACTS_WITH,C0279516,51.0,SemMedDB,"aapp,enzy",antb
C0002932,INTERACTS_WITH,C0013227,51.0,SemMedDB,phsu,phsu
C0021153,TREATS,C0028778,51.0,SemMedDB,topp,patf
C0683468,TREATS,C0349530,51.0,SemMedDB,topp,neop
C1333543|2261,ASSOCIATED_WITH,C0027651,51.0,SemMedDB,"aapp,gngm",neop
C0001779,ASSOCIATED_WITH,C0027092,51.0,SemMedDB,orga,dsyn
C0243077,INTERACTS_WITH,C0007028,51.0,SemMedDB,chvf,enzy
C0039654,AUGMENTS,C0015283,51.0,SemMedDB,"hops,orch,phsu",celf
C1319734,TREATS,C0334044,51.0,SemMedDB,medd,"neop,patf"
C0087111,TREATS,C2973725,51.0,SemMedDB,topp,dsyn
C0087111,TREATS,C0001622,51.0,SemMedDB,topp,dsyn
C1511790,USES,C1141639,51.0,SemMedDB,topp,aapp
C0001645,TREATS,C0027361,51.0,SemMedDB,phsu,popg
C0015684,ASSOCIATED_WITH,C0011847,51.0,SemMedDB,bacs,dsyn
C0016904,INTERACTS_WITH,C0004609,51.0,SemMedDB,aapp,"aapp,phsu"
C0805586,TREATS,C1709627,51.0,SemMedDB,hlca,"humn,prog"
C0008972,USES,C0003893,51.0,SemMedDB,resa,topp
C0013931,TREATS,C1442858,51.0,SemMedDB,topp,fndg
C0003242,ASSOCIATED_WITH,C0085278,51.0,SemMedDB,aapp,dsyn
C0360714,TREATS,C0683971,51.0,SemMedDB,"orch,phsu","humn,popg"
C0008972,USES,C0491750,51.0,SemMedDB,resa,medd
C0543467,TREATS,C0267716,51.0,SemMedDB,topp,"inpo,patf"
C0302583,ASSOCIATED_WITH,C0392514,51.0,SemMedDB,bacs,dsyn
C1533685,PREVENTS,C0600688,51.0,SemMedDB,topp,inpo
C0033684,INTERACTS_WITH,C1307407|2475,51.0,SemMedDB,"aapp,gngm","aapp,gngm"
C0173083,TREATS,C0002066,51.0,SemMedDB,"orch,phsu",dsyn
C0003250,STIMULATES,C0003241,51.0,SemMedDB,aapp,"aapp,gngm"
C0042874,ASSOCIATED_WITH,C0002395,51.0,SemMedDB,"lipd,phsu,vita",dsyn
C0021753,AUGMENTS,C0031164,51.0,SemMedDB,aapp,npop
C5236971,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0144576,TREATS,C0152018,51.0,SemMedDB,"orch,phsu",neop
C1273869,COEXISTS_WITH,C0021107,51.0,SemMedDB,hlca,topp
C1533685,USES,C0030415,51.0,SemMedDB,topp,lipd
C0024203,TREATS,C0238463,51.0,SemMedDB,topp,neop
C1457887,ASSOCIATED_WITH,C0559031,51.0,SemMedDB,sosy,dsyn
C1307407|2475,STIMULATES,C0007634,51.0,SemMedDB,"aapp,gngm",cell
C0043481,ASSOCIATED_WITH,C0006826,51.0,SemMedDB,"bacs,elii,phsu",neop
C0017725,AUGMENTS,C0017715,51.0,SemMedDB,bacs,moft
C0013931,USES,C0009653,51.0,SemMedDB,topp,medd
C0538927,INHIBITS,C0012472,51.0,SemMedDB,orch,"eico,horm"
C0681814,USES,C0182537,51.0,SemMedDB,resa,medd
C0013421,ASSOCIATED_WITH,C0012634,51.0,SemMedDB,sosy,dsyn
C0354604,TREATS,C0043210,51.0,SemMedDB,"orch,phsu",popg
C1273404,TREATS,C0494165,51.0,SemMedDB,topp,neop
C0038418,ASSOCIATED_WITH,C0027051,51.0,SemMedDB,aapp,dsyn
C1261322,COEXISTS_WITH,C0040861,51.0,SemMedDB,hlca,topp
C0019018,INTERACTS_WITH,C0005802,51.0,SemMedDB,"aapp,bacs","carb,orch"
C0033684,STIMULATES,C0027950,51.0,SemMedDB,aapp,cell
C0087111,TREATS,C0262593,51.0,SemMedDB,topp,inpo
C0042070,USES,C0009924,51.0,SemMedDB,diap,irda
C0162578,TREATS,C0001168,51.0,SemMedDB,topp,"acab,dsyn"
C0393022,TREATS,C0036421,51.0,SemMedDB,phsu,dsyn
C0013227,COEXISTS_WITH,C0001963,51.0,SemMedDB,phsu,"hops,orch"
C0908145,INTERACTS_WITH,C0021641,51.0,SemMedDB,aapp,"aapp,phsu"
C0037663,TREATS,C0086287,51.0,SemMedDB,"aapp,horm,phsu","humn,popg"
C0022322,TREATS,C0012634,51.0,SemMedDB,"orch,phsu",dsyn
C0376547,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0398623,COEXISTS_WITH,C0012634,51.0,SemMedDB,dsyn,dsyn
C0009429,USES,C0003968,51.0,SemMedDB,topp,"carb,orch,phsu"
C1136075,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0037533,INTERACTS_WITH,C0028128,51.0,SemMedDB,"irda,orch,phsu","bacs,inch"
C0003242,COEXISTS_WITH,C0020960,51.0,SemMedDB,aapp,gngm
C0027651,PRODUCES,C0020268,51.0,SemMedDB,neop,horm
C0040690,STIMULATES,C0079323,51.0,SemMedDB,"aapp,gngm","aapp,gngm"
C1112446,TREATS,C0034693,51.0,SemMedDB,topp,mamm
C0007634,INTERACTS_WITH,C0010656,51.0,SemMedDB,cell,"aapp,gngm"
C0019693,COEXISTS_WITH,C0036220,51.0,SemMedDB,dsyn,neop
C0042866,TREATS,C0032460,51.0,SemMedDB,phsu,dsyn
C0013862,USES,C0972401,51.0,SemMedDB,lbpr,medd
C0162577,TREATS,C0340293,51.0,SemMedDB,topp,dsyn
C0246415,TREATS,C0027627,51.0,SemMedDB,"orch,phsu",neop
C0007090,ASSOCIATED_WITH,C0235974,51.0,SemMedDB,hops,neop
C0394162,PREVENTS,C0040822,51.0,SemMedDB,topp,sosy
C0857127,USES,C0035608,51.0,SemMedDB,topp,antb
C1273869,TREATS,C0042580,51.0,SemMedDB,hlca,dsyn
C0025991,USES,C0028351,51.0,SemMedDB,topp,phsu
C0017710,INTERACTS_WITH,C0020268,51.0,SemMedDB,horm,"horm,phsu"
C0439775,USES,C0077404,51.0,SemMedDB,topp,aapp
C2744535|969,INTERACTS_WITH,C0001962,51.0,SemMedDB,aapp,"orch,phsu"
C0857127,USES,C1330125,51.0,SemMedDB,topp,phsu
C3896609,TREATS,C0494165,51.0,SemMedDB,topp,neop
C1510438,USES,C0678634,51.0,SemMedDB,lbpr,lbpr
C1533685,USES,C0017004,51.0,SemMedDB,topp,medd
C2350281,USES,C0026024,51.0,SemMedDB,diap,lbpr
C0087111,TREATS,C0220981,51.0,SemMedDB,topp,patf
C0014442,ASSOCIATED_WITH,C0600688,51.0,SemMedDB,"aapp,enzy",inpo
C0034665,TREATS,C0030920,51.0,SemMedDB,"orch,phsu",dsyn
C0450442,TREATS,C0002895,51.0,SemMedDB,chvf,dsyn
C0001551,TREATS,C0238198,51.0,SemMedDB,"imft,phsu",neop
C1999216,STIMULATES,C0079904,51.0,SemMedDB,bacs,"aapp,gngm"
C1533685,USES,C0019873,51.0,SemMedDB,topp,phsu
C0020281,STIMULATES,C0164786|207,51.0,SemMedDB,inch,"aapp,gngm"
C0039593,USES,C0183427,51.0,SemMedDB,resa,medd
C0011900,USES,C0002658,51.0,SemMedDB,hlca,phsu
C0150775,USES,C1314650,51.0,SemMedDB,popg,medd
C0033684,STIMULATES,C0025246,51.0,SemMedDB,aapp,moft
C0857127,USES,C0053490,51.0,SemMedDB,topp,phsu
C0040808,TREATS,C0011849,51.0,SemMedDB,topp,dsyn
C0059438,TREATS,C0021368,51.0,SemMedDB,"orch,phsu",patf
C0023416,TREATS,C0003873,51.0,SemMedDB,topp,dsyn
C0030956,AUGMENTS,C0543488,51.0,SemMedDB,aapp,menp
C0149783,TREATS,C0036983,51.0,SemMedDB,topp,patf
C0040808,TREATS,C0013295,51.0,SemMedDB,topp,dsyn
C0001041,AUGMENTS,C0027882,51.0,SemMedDB,"nsba,orch",cell
C0007082,INTERACTS_WITH,C0007634,51.0,SemMedDB,"aapp,gngm",cell
C0844213,TREATS,C0020255,51.0,SemMedDB,topp,dsyn
C0814409,TREATS,C1257890,51.0,SemMedDB,topp,popg
C0020063|5741,INTERACTS_WITH,C0007634,51.0,SemMedDB,"aapp,gngm",cell
C0164786|207,ASSOCIATED_WITH,C0017636,51.0,SemMedDB,"aapp,gngm",neop
C0087111,TREATS,C0848569,51.0,SemMedDB,topp,fndg
C0003402,TREATS,C0036690,51.0,SemMedDB,phsu,dsyn
C0030303,PREVENTS,C0030290,51.0,SemMedDB,topp,dsyn
C1122962,DISRUPTS,C0031715,51.0,SemMedDB,"orch,phsu",moft
C0001443,STIMULATES,C0597357,51.0,SemMedDB,"bacs,nnon",gngm
C2744535|969,INTERACTS_WITH,C0010467,51.0,SemMedDB,aapp,"irda,orch"
C0699857,DISRUPTS,C0018270,51.0,SemMedDB,inch,orgf
C0033684,PRODUCES,C0035696,51.0,SemMedDB,"aapp,gngm",bacs
C0013806,TREATS,C0086132,51.0,SemMedDB,topp,sosy
C4760898,TREATS,C0014858,51.0,SemMedDB,topp,dsyn
C0162574,ASSOCIATED_WITH,C0021368,51.0,SemMedDB,bacs,patf
C0079594,TREATS,C0034735,51.0,SemMedDB,"eico,phsu",dsyn
C0032594,PREVENTS,C0012634,51.0,SemMedDB,"orch,phsu",dsyn
C0042866,PREVENTS,C0006142,51.0,SemMedDB,phsu,neop
C1422064|59272,INTERACTS_WITH,C0700271,51.0,SemMedDB,"aapp,gngm",aapp
C1139930,USES,C0009968,51.0,SemMedDB,medd,phsu
C0035110,TREATS,C0020502,51.0,SemMedDB,topp,dsyn
C0043603,INHIBITS,C0005974,51.0,SemMedDB,"orch,phsu",ortf
C2744535|969,ASSOCIATED_WITH,C0043251,51.0,SemMedDB,"aapp,gngm",inpo
C0009429,TREATS,C2973725,51.0,SemMedDB,topp,dsyn
C0024881,TREATS,C2986665,51.0,SemMedDB,topp,neop
C0162758,TREATS,C0004936,51.0,SemMedDB,phsu,mobd
C0035110,TREATS,C0032787,51.0,SemMedDB,topp,patf
C1176309,AUGMENTS,C0162638,51.0,SemMedDB,"orch,phsu",celf
C0677850,USES,C0246421,51.0,SemMedDB,topp,phsu
C0038071,COEXISTS_WITH,C0028908,51.0,SemMedDB,"bacs,orch,phsu","lipd,orch"
C0140279,INTERACTS_WITH,C0040845,51.0,SemMedDB,"aapp,gngm","hops,orch"
C0206460,TREATS,C0040038,51.0,SemMedDB,"carb,orch,phsu",patf
C0401181,TREATS,C0087086,51.0,SemMedDB,topp,"dsyn,patf"
C0007634,PRODUCES,C0033235,51.0,SemMedDB,cell,aapp
C0034618,PREVENTS,C0027627,51.0,SemMedDB,topp,neop
C0543467,TREATS,C0023798,51.0,SemMedDB,topp,neop
C0024485,USES,C0020275,51.0,SemMedDB,diap,elii
C0565313,TREATS,C0699791,51.0,SemMedDB,topp,neop
C0332855,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0085940|2353,STIMULATES,C0007634,51.0,SemMedDB,"aapp,gngm",cell
C0184661,TREATS,C0024796,51.0,SemMedDB,"hlca,topp",dsyn
C0991566,INTERACTS_WITH,C0003241,51.0,SemMedDB,bodm,aapp
C4699158,COEXISTS_WITH,C0021655,51.0,SemMedDB,fndg,patf
C0012582,INTERACTS_WITH,C0001443,51.0,SemMedDB,"orch,phsu","bacs,phsu"
C0153690,COEXISTS_WITH,C0007131,51.0,SemMedDB,neop,neop
C1510438,USES,C0026339,51.0,SemMedDB,lbpr,resd
C0021753,STIMULATES,C0126732,51.0,SemMedDB,"aapp,gngm","aapp,gngm"
C1825497|9474,AUGMENTS,C0004391,51.0,SemMedDB,"aapp,gngm",celf
C0079904,COEXISTS_WITH,C1448177|7124,51.0,SemMedDB,"aapp,gngm","aapp,gngm"
C2717561,TREATS,C2363973,51.0,SemMedDB,"orch,phsu",dsyn
C0279494,TREATS,C0376358,51.0,SemMedDB,topp,neop
C0752046,COEXISTS_WITH,C0080222|7040,51.0,SemMedDB,nusq,aapp
C0430111,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0741486,TREATS,C0028778,51.0,SemMedDB,topp,patf
C0401664,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0037935,TREATS,C0038016,51.0,SemMedDB,topp,dsyn
C0543467,TREATS,C0004114,51.0,SemMedDB,topp,neop
C0004482,TREATS,C1457887,51.0,SemMedDB,"orch,phsu",sosy
C4763675,USES,C1739768,51.0,SemMedDB,topp,phsu
C0022009,INTERACTS_WITH,C0022023,51.0,SemMedDB,aapp,elii
C0857127,TREATS,C0025932,51.0,SemMedDB,topp,mamm
C0965618,TREATS,C0004096,51.0,SemMedDB,"orch,phsu",dsyn
C0087111,TREATS,C0013144,51.0,SemMedDB,topp,sosy
C0014118,COEXISTS_WITH,C0085393,51.0,SemMedDB,dsyn,fndg
C0017725,TREATS,C0035804,51.0,SemMedDB,"bacs,carb,phsu",mamm
C0017296,TREATS,C0086418,51.0,SemMedDB,topp,humn
C0543467,TREATS,C0023234,51.0,SemMedDB,topp,dsyn
C0042306,COEXISTS_WITH,C0043047,51.0,SemMedDB,"bacs,elii",inch
C0033634,STIMULATES,C0006675,51.0,SemMedDB,aapp,bacs
C0003241,DISRUPTS,C0021311,51.0,SemMedDB,"aapp,gngm",dsyn
C0039925,TREATS,C0012984,51.0,SemMedDB,"orch,phsu",mamm
C2095755,TREATS,C0030705,51.0,SemMedDB,topp,podg
C0282402,TREATS,C1257890,51.0,SemMedDB,topp,popg
C0022237,COEXISTS_WITH,C0043047,51.0,SemMedDB,"orch,phsu",inch
C0065180,TREATS,C0018621,51.0,SemMedDB,"orch,phsu",dsyn
C0034786|367,DISRUPTS,C0018270,51.0,SemMedDB,aapp,orgf
C0008203,AUGMENTS,C0010106,51.0,SemMedDB,"elii,inch",npop
C0182431,TREATS,C0030705,51.0,SemMedDB,medd,podg
C0179533,USES,C0039457,51.0,SemMedDB,medd,mnob
C0008562,USES,C0243114,51.0,SemMedDB,lbpr,lbpr
C0666743,ASSOCIATED_WITH,C0033860,51.0,SemMedDB,"aapp,gngm,phsu",dsyn
C0194084,TREATS,C0085413,51.0,SemMedDB,topp,"cgab,dsyn"
C0060135,TREATS,C0030705,51.0,SemMedDB,"orch,phsu",podg
C0805586,TREATS,C0237849,51.0,SemMedDB,hlca,fndg
C0242739,TREATS,C0001675,51.0,SemMedDB,topp,"aggp,humn"
C1099354,INHIBITS,C1328819,51.0,SemMedDB,bacs,orch
C1514693,TREATS,C0030705,51.0,SemMedDB,prog,podg
C0038838,PRODUCES,C0028128,51.0,SemMedDB,"aapp,gngm","bacs,inch,orch"
C0455052,USES,C0009378,51.0,SemMedDB,hlca,diap
C0034392,TREATS,C0020114,51.0,SemMedDB,"orch,phsu",humn
C0035139,USES,C0038317,51.0,SemMedDB,topp,phsu
C0087111,TREATS,C0042134,51.0,SemMedDB,topp,patf
C0039286,TREATS,C1562312,51.0,SemMedDB,"orch,phsu",neop
C0079904,INTERACTS_WITH,C0669372|4843,51.0,SemMedDB,"aapp,gngm",aapp
C0597357,INTERACTS_WITH,C0004561,51.0,SemMedDB,"aapp,gngm",cell
C0038585,ASSOCIATED_WITH,C0030193,51.0,SemMedDB,"aapp,gngm",sosy
C0243071,INTERACTS_WITH,C0597357,51.0,SemMedDB,chvs,aapp
C0034786,ASSOCIATED_WITH,C0027651,51.0,SemMedDB,aapp,neop
C0017337,INTERACTS_WITH,C0035696,51.0,SemMedDB,"aapp,gngm","bacs,nnon"
